-664097.743396312	-1045860.08232439
-661628.530586544	-1045293.38167555
-660825.317600958	-1045122.23176908
-658246.198133439	-1045145.94399856
-656885.847726673	-1045148.87294985
-655366.200646892	-1045018.06095244
-651036.480012394	-1044632.84998615
-648733.801649041	-1044384.69745598
-647968.349835787	-1043911.9235411
-646393.802687138	-1042784.83014942
-646302.623995066	-1042721.13379703
-646174.26772067	-1042687.62713906
-645150.284311008	-1042718.74966945
-644322.864039782	-1041417.47613868
-644016.991978064	-1040887.71942661
-643641.71723412	-1039496.04602227
-643513.558109071	-1039241.60758858
-643151.850523166	-1038500.01940294
-642036.623810928	-1036084.38581379
-641405.048453808	-1034818.3398505
-640881.892315872	-1034047.03642108
-640462.821254682	-1033704.64283559
-640271.294243075	-1033596.56971915
-639573.502025429	-1033176.76209822
-638307.545643725	-1032051.73851277
-637891.79591167	-1031633.62490939
-637302.553880446	-1031231.46102004
-636899.40878455	-1029962.12131803
-636548.85803565	-1029351.32120645
-635840.417133883	-1028830.94366942
-634569.375032417	-1028533.68925191
-634158.716258809	-1028281.57836796
-633530.883421462	-1027662.80654258
-633414.081251357	-1027376.44056655
-633306.364889678	-1026871.10348167
-633112.786058024	-1026798.97545855
-632435.676361106	-1026903.79779353
-632156.390299302	-1026484.44401773
-632068.388348535	-1026377.01438699
-631188.727516472	-1025257.4131944
-630456.620136444	-1024652.51254567
-627818.473735098	-1023529.93193575
-627565.217499007	-1023511.97370818
-626828.515613671	-1023704.13983991
-626426.655568305	-1023808.66479195
-626002.152509984	-1023980.49660117
-624970.33813265	-1024387.35348319
-624533.976602178	-1024586.43800288
-624188.557324257	-1024798.75265825
-624065.911396027	-1024563.31599908
-624049.275064439	-1024430.19356498
-623864.687046308	-1024421.46066961
-623671.705076005	-1023603.47405579
-623014.367590208	-1023422.45882389
-622676.544761293	-1022633.92569399
-622197.279411636	-1021924.00765641
-622141.445109811	-1021857.83165766
-622003.922875039	-1021167.87442402
-622131.947889637	-1020404.16639587
-622048.331245843	-1019983.70917744
-622200.804875042	-1019412.80867123
-622191.702128183	-1018857.87848456
-621932.022909533	-1017888.04339182
-621916.224244393	-1017677.52927403
-620834.640745301	-1017270.48152909
-620580.108189829	-1016843.03904209
-620536.104420476	-1016273.08953265
-620482.976949513	-1015584.28323909
-620696.528808717	-1014607.6088626
-620740.411389716	-1014275.31878828
-620745.596819196	-1014081.83285605
-620753.002056036	-1013892.64474468
-620806.46951795	-1013568.80327952
-620712.93655882	-1013211.44205966
-620475.181779552	-1012810.27980774
-620390.498538576	-1012584.66045267
-620494.043681059	-1011604.73250076
