-665199.457607504	-1046078.28002806
-664586.032912482	-1046064.40972452
-663737.977792602	-1046089.33558374
-661510.334401168	-1046062.74731372
-660929.973170988	-1046042.68365685
-660623.959664654	-1046032.10464729
-655814.53205898	-1046274.94776566
-655537.509634905	-1046280.92563424
-654188.410012309	-1046338.04166876
-653209.010120302	-1046379.50607069
-651282.392828181	-1045919.53184584
-648570.476423807	-1045247.69576301
-647456.769630015	-1044971.79179914
-645536.654424667	-1044320.52682757
-645365.936884698	-1044248.38238989
-645253.820373096	-1044218.82832313
-643884.35901219	-1043134.71558475
-643723.998186719	-1043008.77102838
-642805.378967151	-1042326.88434514
-642578.127411064	-1041475.6156385
-642450.750771601	-1040998.47178347
-642415.210454367	-1040884.8655632
-642169.469816841	-1040159.59938777
-642036.719504323	-1039714.13511044
-641537.084558327	-1037957.892748
-641525.896289185	-1037509.77001037
-641515.289689198	-1037084.94843973
-640805.469615106	-1035423.5108156
-640706.285507001	-1034687.79275616
-640047.260464694	-1033755.16336004
-639721.416772414	-1033435.5821718
-638406.454720631	-1032904.44052485
-638117.400773026	-1032565.422227
-637979.613984436	-1032403.81843513
-637502.492306519	-1031941.66089912
-637193.475284878	-1031582.46631256
-636802.76753632	-1030079.85475251
-636425.427875604	-1029411.59320214
-635808.270614322	-1028957.88427529
-634610.090127129	-1028691.16425797
-634114.380880412	-1028516.26222745
-633679.615578625	-1028421.07558868
-633317.960554242	-1028247.0681517
-633155.146625105	-1028087.39132446
-633119.220914945	-1028047.7236184
-632619.208084814	-1027881.92066766
-632322.954257	-1027904.55931504
-631730.335890397	-1027890.52137344
-631224.132675517	-1027299.47670916
-630462.639739912	-1026747.15067504
-629308.441368822	-1026807.80666667
-628698.495338243	-1026870.70656363
-628003.739290405	-1026454.42754931
-625544.62353076	-1025982.52028829
-625176.279398389	-1025817.23666631
-624536.540940683	-1025331.64524985
-623974.990098231	-1024832.79488491
-623921.882185038	-1024763.87747996
-623813.789336212	-1024657.12189393
-623194.660232201	-1024101.575812
-623003.357436508	-1023695.93221046
-622812.39358402	-1023291.00683325
-622705.183279749	-1023107.29105692
-622482.673436139	-1023035.35040426
-621934.420832336	-1023206.25304459
-621333.685465619	-1023360.34158714
-620682.040689062	-1023165.17700417
-619955.213733416	-1023166.62270785
-619914.392991796	-1023168.22976316
-619851.10874965	-1023170.72110926
-619442.146263696	-1023389.28447345
-619074.157314472	-1023463.93265546
-618822.182811078	-1023229.27341782
-618881.426801268	-1022901.07161677
-618927.001653597	-1022706.56326698
-619231.442330722	-1022347.69574927
-619340.521799404	-1022302.02118722
-619470.237862971	-1022250.27969887
-619550.64563483	-1022218.20652096
-619702.823976565	-1022161.37197869
-619871.64109461	-1022077.11534166
-620096.813065596	-1021763.93251413
-620131.478870932	-1021558.89439847
-620048.688543092	-1021425.58214919
-619847.154062953	-1021245.10789929
-619328.56763386	-1020987.93347271
-619178.022540882	-1020751.42951787
-619025.074810285	-1020471.51306709
-619016.776900757	-1020386.01695613
-619015.522409245	-1020311.17913356
-619052.095097557	-1020216.54709738
-619148.453456551	-1019879.9675841
-619142.518545229	-1019765.98784527
-619198.194289386	-1019507.90363295
-619581.898084719	-1019376.29605323
-619666.758218773	-1019335.86629247
-619848.641152278	-1019060.6568042
-620133.758573975	-1018027.09776865
-620074.278493509	-1017143.13020996
-620351.819198597	-1016715.92800419
-620434.005330916	-1016301.99225568
-620356.037565999	-1015543.96820563
-620260.897202309	-1015155.83073276
-620381.907087814	-1014753.63523664
-620345.71595072	-1014348.65467857
